,Unnamed: 0,Transaction ID,Date,Time,Type,Name,Emoji,Category,Amount,Currency,Local amount,Local currency,Notes and #tags,Address,Receipt,Description,Category split,Money Out,Money In
7786,7786,,2020-08-13,,,,,Sales,47.1,GDP,47.1,GDP,,,,,,,
7787,7787,,2020-08-14,,,,,Sales,12.59,GDP,12.59,GDP,,,,,,,
7788,7788,,2020-08-14,,,,,Sales,33.99,GDP,33.99,GDP,,,,,,,
7789,7789,,2020-08-14,,,,,Sales,9.14,GDP,9.14,GDP,,,,,,,
7790,7790,,2020-08-14,,,,,Sales,44.8,GDP,44.8,GDP,,,,,,,
7791,7791,,2020-08-14,,,,,Labor & Benefits Cost,-280.79,GDP,-280.79,GDP,,,,,,,
7792,7792,,2020-08-14,,,,,Sales,22.3,GDP,22.3,GDP,,,,,,,
7793,7793,,2020-08-14,,,,,Sales,44.51,GDP,44.51,GDP,,,,,,,
7794,7794,,2020-08-14,,,,,Sales,34.32,GDP,34.32,GDP,,,,,,,
7795,7795,,2020-08-14,,,,,Sales,35.34,GDP,35.34,GDP,,,,,,,
7796,7796,,2020-08-14,,,,,Tips,36.07,GDP,36.07,GDP,,,,,,,
7797,7797,,2020-08-14,,,,,Sales,29.23,GDP,29.23,GDP,,,,,,,
7798,7798,,2020-08-14,,,,,Tips,35.19,GDP,35.19,GDP,,,,,,,
7799,7799,,2020-08-14,,,,,Sales,27.67,GDP,27.67,GDP,,,,,,,
7800,7800,,2020-08-14,,,,,Sales,18.1,GDP,18.1,GDP,,,,,,,
7801,7801,,2020-08-14,,,,,Sales,29.66,GDP,29.66,GDP,,,,,,,
7802,7802,,2020-08-14,,,,,Sales,31.33,GDP,31.33,GDP,,,,,,,
7803,7803,,2020-08-14,,,,,Sales,17.67,GDP,17.67,GDP,,,,,,,
7804,7804,,2020-08-14,,,,,Sales,22.05,GDP,22.05,GDP,,,,,,,
7805,7805,,2020-08-14,,,,,Sales,47.43,GDP,47.43,GDP,,,,,,,
7806,7806,,2020-08-14,,,,,Sales,25.53,GDP,25.53,GDP,,,,,,,
7807,7807,,2020-08-14,,,,,Sales,37.55,GDP,37.55,GDP,,,,,,,
7808,7808,,2020-08-14,,,,,Sales,29.04,GDP,29.04,GDP,,,,,,,
7809,7809,,2020-08-14,,,,,Sales,25.84,GDP,25.84,GDP,,,,,,,
7810,7810,,2020-08-14,,,,,Tips,14.16,GDP,14.16,GDP,,,,,,,
7811,7811,,2020-08-14,,,,,Labor & Benefits Cost,-423.71,GDP,-423.71,GDP,,,,,,,
7812,7812,,2020-08-14,,,,,Sales,45.07,GDP,45.07,GDP,,,,,,,
7813,7813,,2020-08-14,,,,,Sales,41.38,GDP,41.38,GDP,,,,,,,
7814,7814,,2020-08-14,,,,,Sales,37.08,GDP,37.08,GDP,,,,,,,
7815,7815,,2020-08-14,,,,,Sales,47.98,GDP,47.98,GDP,,,,,,,
7816,7816,,2020-08-14,,,,,Sales,18.6,GDP,18.6,GDP,,,,,,,
7817,7817,,2020-08-14,,,,,Sales,26.9,GDP,26.9,GDP,,,,,,,
7818,7818,,2020-08-14,,,,,Sales,26.08,GDP,26.08,GDP,,,,,,,
7819,7819,,2020-08-14,,,,,Sales,7.72,GDP,7.72,GDP,,,,,,,
7820,7820,,2020-08-14,,,,,Sales,47.56,GDP,47.56,GDP,,,,,,,
7821,7821,,2020-08-14,,,,,Sales,20.07,GDP,20.07,GDP,,,,,,,
7822,7822,,2020-08-14,,,,,Sales,21.97,GDP,21.97,GDP,,,,,,,
7823,7823,,2020-08-14,,,,,Sales,21.13,GDP,21.13,GDP,,,,,,,
7824,7824,,2020-08-14,,,,,Sales,24.25,GDP,24.25,GDP,,,,,,,
7825,7825,,2020-08-14,,,,,Sales,21.29,GDP,21.29,GDP,,,,,,,
7826,7826,,2020-08-15,,,,,Sales,16.25,GDP,16.25,GDP,,,,,,,
7827,7827,,2020-08-15,,,,,Sales,33.78,GDP,33.78,GDP,,,,,,,
7828,7828,,2020-08-15,,,,,Sales,26.4,GDP,26.4,GDP,,,,,,,
7829,7829,,2020-08-15,,,,,Tips,46.97,GDP,46.97,GDP,,,,,,,
7830,7830,,2020-08-15,,,,,Sales,11.06,GDP,11.06,GDP,,,,,,,
7831,7831,,2020-08-15,,,,,Rent and Utilities,-306.39,GDP,-306.39,GDP,,,,,,,
7832,7832,,2020-08-15,,,,,Sales,41.35,GDP,41.35,GDP,,,,,,,
7833,7833,,2020-08-15,,,,,Sales,46.38,GDP,46.38,GDP,,,,,,,
7834,7834,,2020-08-15,,,,,Sales,13.25,GDP,13.25,GDP,,,,,,,
7835,7835,,2020-08-15,,,,,Sales,7.95,GDP,7.95,GDP,,,,,,,
7836,7836,,2020-08-15,,,,,Sales,32.19,GDP,32.19,GDP,,,,,,,
7837,7837,,2020-08-15,,,,,Sales,29.03,GDP,29.03,GDP,,,,,,,
7838,7838,,2020-08-15,,,,,Sales,38.88,GDP,38.88,GDP,,,,,,,
7839,7839,,2020-08-15,,,,,Sales,8.03,GDP,8.03,GDP,,,,,,,
7840,7840,,2020-08-15,,,,,Tips,13.46,GDP,13.46,GDP,,,,,,,
7841,7841,,2020-08-15,,,,,Sales,42.26,GDP,42.26,GDP,,,,,,,
7842,7842,,2020-08-15,,,,,Sales,35.62,GDP,35.62,GDP,,,,,,,
7843,7843,,2020-08-15,,,,,Sales,28.46,GDP,28.46,GDP,,,,,,,
7844,7844,,2020-08-15,,,,,Tips,42.49,GDP,42.49,GDP,,,,,,,
7845,7845,,2020-08-15,,,,,Sales,22.06,GDP,22.06,GDP,,,,,,,
7846,7846,,2020-08-15,,,,,Sales,47.04,GDP,47.04,GDP,,,,,,,
7847,7847,,2020-08-15,,,,,Sales,20.92,GDP,20.92,GDP,,,,,,,
7848,7848,,2020-08-15,,,,,Sales,36.56,GDP,36.56,GDP,,,,,,,
7849,7849,,2020-08-15,,,,,Sales,32.12,GDP,32.12,GDP,,,,,,,
7850,7850,,2020-08-15,,,,,Sales,27.41,GDP,27.41,GDP,,,,,,,
7851,7851,,2020-08-16,,,,,Labor & Benefits Cost,-294.54,GDP,-294.54,GDP,,,,,,,
7852,7852,,2020-08-16,,,,,Sales,23.71,GDP,23.71,GDP,,,,,,,
7853,7853,,2020-08-16,,,,,Sales,8.11,GDP,8.11,GDP,,,,,,,
7854,7854,,2020-08-16,,,,,Sales,9.93,GDP,9.93,GDP,,,,,,,
7855,7855,,2020-08-16,,,,,Sales,7.24,GDP,7.24,GDP,,,,,,,
7856,7856,,2020-08-16,,,,,Tips,28.2,GDP,28.2,GDP,,,,,,,
7857,7857,,2020-08-16,,,,,Sales,23.42,GDP,23.42,GDP,,,,,,,
7858,7858,,2020-08-16,,,,,Sales,12.42,GDP,12.42,GDP,,,,,,,
7859,7859,,2020-08-16,,,,,Sales,26.37,GDP,26.37,GDP,,,,,,,
7860,7860,,2020-08-16,,,,,Sales,41.5,GDP,41.5,GDP,,,,,,,
7861,7861,,2020-08-16,,,,,Sales,46.31,GDP,46.31,GDP,,,,,,,
7862,7862,,2020-08-16,,,,,Sales,27.13,GDP,27.13,GDP,,,,,,,
7863,7863,,2020-08-16,,,,,Sales,34.39,GDP,34.39,GDP,,,,,,,
7864,7864,,2020-08-16,,,,,Sales,17.18,GDP,17.18,GDP,,,,,,,
7865,7865,,2020-08-16,,,,,Sales,33.14,GDP,33.14,GDP,,,,,,,
7866,7866,,2020-08-16,,,,,Sales,8.79,GDP,8.79,GDP,,,,,,,
7867,7867,,2020-08-16,,,,,Sales,30.32,GDP,30.32,GDP,,,,,,,
7868,7868,,2020-08-16,,,,,Sales,18.59,GDP,18.59,GDP,,,,,,,
7869,7869,,2020-08-16,,,,,Sales,48.42,GDP,48.42,GDP,,,,,,,
7870,7870,,2020-08-16,,,,,Sales,32.52,GDP,32.52,GDP,,,,,,,
7871,7871,,2020-08-16,,,,,Rent and Utilities,-507.83,GDP,-507.83,GDP,,,,,,,
7872,7872,,2020-08-16,,,,,Sales,27.45,GDP,27.45,GDP,,,,,,,
7873,7873,,2020-08-16,,,,,Sales,19.51,GDP,19.51,GDP,,,,,,,
7874,7874,,2020-08-16,,,,,Sales,29.32,GDP,29.32,GDP,,,,,,,
7875,7875,,2020-08-16,,,,,Tips,31.07,GDP,31.07,GDP,,,,,,,
7876,7876,,2020-08-16,,,,,Sales,41.45,GDP,41.45,GDP,,,,,,,
7877,7877,,2020-08-16,,,,,Tips,28.95,GDP,28.95,GDP,,,,,,,
7878,7878,,2020-08-16,,,,,Sales,35.99,GDP,35.99,GDP,,,,,,,
7879,7879,,2020-08-16,,,,,Sales,14.3,GDP,14.3,GDP,,,,,,,
7880,7880,,2020-08-16,,,,,Sales,46.49,GDP,46.49,GDP,,,,,,,
7881,7881,,2020-08-16,,,,,Sales,25.27,GDP,25.27,GDP,,,,,,,
7882,7882,,2020-08-16,,,,,Sales,16.78,GDP,16.78,GDP,,,,,,,
7883,7883,,2020-08-16,,,,,Sales,6.99,GDP,6.99,GDP,,,,,,,
7884,7884,,2020-08-16,,,,,Tips,47.59,GDP,47.59,GDP,,,,,,,
7885,7885,,2020-08-16,,,,,Tips,30.68,GDP,30.68,GDP,,,,,,,
7886,7886,,2020-08-16,,,,,Sales,41.74,GDP,41.74,GDP,,,,,,,
7887,7887,,2020-08-16,,,,,Sales,37.38,GDP,37.38,GDP,,,,,,,
7888,7888,,2020-08-16,,,,,Sales,25.88,GDP,25.88,GDP,,,,,,,
7889,7889,,2020-08-16,,,,,Sales,16.99,GDP,16.99,GDP,,,,,,,
7890,7890,,2020-08-17,,,,,Sales,47.41,GDP,47.41,GDP,,,,,,,
7891,7891,,2020-08-17,,,,,Labor & Benefits Cost,-468.54,GDP,-468.54,GDP,,,,,,,
7892,7892,,2020-08-17,,,,,Sales,18.71,GDP,18.71,GDP,,,,,,,
7893,7893,,2020-08-17,,,,,Sales,34.74,GDP,34.74,GDP,,,,,,,
7894,7894,,2020-08-17,,,,,Sales,48.44,GDP,48.44,GDP,,,,,,,
7895,7895,,2020-08-17,,,,,Sales,43.15,GDP,43.15,GDP,,,,,,,
7896,7896,,2020-08-17,,,,,Sales,11.82,GDP,11.82,GDP,,,,,,,
7897,7897,,2020-08-17,,,,,Sales,33.32,GDP,33.32,GDP,,,,,,,
7898,7898,,2020-08-17,,,,,Sales,35.55,GDP,35.55,GDP,,,,,,,
7899,7899,,2020-08-17,,,,,Sales,13.9,GDP,13.9,GDP,,,,,,,
7900,7900,,2020-08-17,,,,,Sales,27.92,GDP,27.92,GDP,,,,,,,
7901,7901,,2020-08-17,,,,,Sales,39.23,GDP,39.23,GDP,,,,,,,
7902,7902,,2020-08-17,,,,,Sales,25.81,GDP,25.81,GDP,,,,,,,
7903,7903,,2020-08-17,,,,,Sales,15.86,GDP,15.86,GDP,,,,,,,
7904,7904,,2020-08-17,,,,,Sales,30.87,GDP,30.87,GDP,,,,,,,
7905,7905,,2020-08-17,,,,,Sales,43.14,GDP,43.14,GDP,,,,,,,
7906,7906,,2020-08-17,,,,,Tips,10.22,GDP,10.22,GDP,,,,,,,
7907,7907,,2020-08-17,,,,,Sales,26.87,GDP,26.87,GDP,,,,,,,
7908,7908,,2020-08-17,,,,,Sales,14.8,GDP,14.8,GDP,,,,,,,
7909,7909,,2020-08-17,,,,,Sales,27.49,GDP,27.49,GDP,,,,,,,
7910,7910,,2020-08-17,,,,,Sales,32.67,GDP,32.67,GDP,,,,,,,
7911,7911,,2020-08-17,,,,,Rent and Utilities,-426.24,GDP,-426.24,GDP,,,,,,,
7912,7912,,2020-08-17,,,,,Sales,16.4,GDP,16.4,GDP,,,,,,,
7913,7913,,2020-08-17,,,,,Sales,18.8,GDP,18.8,GDP,,,,,,,
7914,7914,,2020-08-17,,,,,Sales,21.86,GDP,21.86,GDP,,,,,,,
7915,7915,,2020-08-17,,,,,Sales,39.44,GDP,39.44,GDP,,,,,,,
7916,7916,,2020-08-17,,,,,Sales,41.72,GDP,41.72,GDP,,,,,,,
7917,7917,,2020-08-17,,,,,Sales,17.51,GDP,17.51,GDP,,,,,,,
7918,7918,,2020-08-17,,,,,Sales,28.67,GDP,28.67,GDP,,,,,,,
7919,7919,,2020-08-17,,,,,Sales,44.93,GDP,44.93,GDP,,,,,,,
7920,7920,,2020-08-17,,,,,Sales,33.59,GDP,33.59,GDP,,,,,,,
7921,7921,,2020-08-17,,,,,Sales,13.03,GDP,13.03,GDP,,,,,,,
7922,7922,,2020-08-17,,,,,Sales,42.81,GDP,42.81,GDP,,,,,,,
7923,7923,,2020-08-17,,,,,Sales,11.89,GDP,11.89,GDP,,,,,,,
7924,7924,,2020-08-17,,,,,Sales,26.95,GDP,26.95,GDP,,,,,,,
7925,7925,,2020-08-17,,,,,Sales,24.6,GDP,24.6,GDP,,,,,,,
7926,7926,,2020-08-17,,,,,Sales,15.86,GDP,15.86,GDP,,,,,,,
7927,7927,,2020-08-17,,,,,Sales,42.33,GDP,42.33,GDP,,,,,,,
7928,7928,,2020-08-17,,,,,Sales,18.48,GDP,18.48,GDP,,,,,,,
7929,7929,,2020-08-17,,,,,Sales,9.17,GDP,9.17,GDP,,,,,,,
7930,7930,,2020-08-17,,,,,Tips,31.48,GDP,31.48,GDP,,,,,,,
7931,7931,,2020-08-17,,,,,Food and Beverage Cost,-499.85,GDP,-499.85,GDP,,,,,,,
7932,7932,,2020-08-17,,,,,Sales,7.54,GDP,7.54,GDP,,,,,,,
7933,7933,,2020-08-18,,,,,Sales,7.58,GDP,7.58,GDP,,,,,,,
7934,7934,,2020-08-18,,,,,Sales,22.47,GDP,22.47,GDP,,,,,,,
7935,7935,,2020-08-18,,,,,Sales,43.17,GDP,43.17,GDP,,,,,,,
7936,7936,,2020-08-18,,,,,Sales,10.68,GDP,10.68,GDP,,,,,,,
7937,7937,,2020-08-18,,,,,Sales,45.55,GDP,45.55,GDP,,,,,,,
7938,7938,,2020-08-18,,,,,Sales,46.2,GDP,46.2,GDP,,,,,,,
7939,7939,,2020-08-18,,,,,Sales,17.96,GDP,17.96,GDP,,,,,,,
7940,7940,,2020-08-18,,,,,Sales,40.44,GDP,40.44,GDP,,,,,,,
7941,7941,,2020-08-18,,,,,Sales,42.15,GDP,42.15,GDP,,,,,,,
7942,7942,,2020-08-18,,,,,Sales,28.97,GDP,28.97,GDP,,,,,,,
7943,7943,,2020-08-18,,,,,Sales,12.3,GDP,12.3,GDP,,,,,,,
7944,7944,,2020-08-18,,,,,Sales,10.7,GDP,10.7,GDP,,,,,,,
7945,7945,,2020-08-18,,,,,Sales,24.97,GDP,24.97,GDP,,,,,,,
7946,7946,,2020-08-18,,,,,Sales,48.17,GDP,48.17,GDP,,,,,,,
7947,7947,,2020-08-18,,,,,Sales,44.18,GDP,44.18,GDP,,,,,,,
7948,7948,,2020-08-18,,,,,Sales,43.44,GDP,43.44,GDP,,,,,,,
7949,7949,,2020-08-18,,,,,Sales,8.92,GDP,8.92,GDP,,,,,,,
7950,7950,,2020-08-18,,,,,Sales,33.5,GDP,33.5,GDP,,,,,,,
7951,7951,,2020-08-18,,,,,Food and Beverage Cost,-404.93,GDP,-404.93,GDP,,,,,,,
7952,7952,,2020-08-18,,,,,Sales,45.96,GDP,45.96,GDP,,,,,,,
7953,7953,,2020-08-18,,,,,Sales,23.94,GDP,23.94,GDP,,,,,,,
7954,7954,,2020-08-18,,,,,Sales,23.24,GDP,23.24,GDP,,,,,,,
7955,7955,,2020-08-18,,,,,Sales,43.23,GDP,43.23,GDP,,,,,,,
7956,7956,,2020-08-18,,,,,Sales,9.87,GDP,9.87,GDP,,,,,,,
7957,7957,,2020-08-18,,,,,Tips,17.72,GDP,17.72,GDP,,,,,,,
7958,7958,,2020-08-18,,,,,Sales,39.87,GDP,39.87,GDP,,,,,,,
7959,7959,,2020-08-18,,,,,Sales,11.02,GDP,11.02,GDP,,,,,,,
7960,7960,,2020-08-18,,,,,Sales,47.67,GDP,47.67,GDP,,,,,,,
7961,7961,,2020-08-18,,,,,Tips,36.63,GDP,36.63,GDP,,,,,,,
7962,7962,,2020-08-18,,,,,Sales,31.83,GDP,31.83,GDP,,,,,,,
7963,7963,,2020-08-18,,,,,Sales,25.97,GDP,25.97,GDP,,,,,,,
7964,7964,,2020-08-18,,,,,Sales,22.86,GDP,22.86,GDP,,,,,,,
7965,7965,,2020-08-18,,,,,Sales,10.92,GDP,10.92,GDP,,,,,,,
7966,7966,,2020-08-18,,,,,Sales,40.19,GDP,40.19,GDP,,,,,,,
7967,7967,,2020-08-18,,,,,Sales,21.42,GDP,21.42,GDP,,,,,,,
7968,7968,,2020-08-18,,,,,Sales,37.24,GDP,37.24,GDP,,,,,,,
7969,7969,,2020-08-18,,,,,Sales,7.38,GDP,7.38,GDP,,,,,,,
7970,7970,,2020-08-18,,,,,Sales,14.69,GDP,14.69,GDP,,,,,,,
7971,7971,,2020-08-18,,,,,Food and Beverage Cost,-382.5,GDP,-382.5,GDP,,,,,,,
7972,7972,,2020-08-18,,,,,Sales,26.96,GDP,26.96,GDP,,,,,,,
7973,7973,,2020-08-18,,,,,Sales,15.88,GDP,15.88,GDP,,,,,,,
7974,7974,,2020-08-18,,,,,Tips,38.59,GDP,38.59,GDP,,,,,,,
7975,7975,,2020-08-18,,,,,Sales,8.54,GDP,8.54,GDP,,,,,,,
7976,7976,,2020-08-18,,,,,Tips,19.14,GDP,19.14,GDP,,,,,,,
7977,7977,,2020-08-18,,,,,Sales,10.87,GDP,10.87,GDP,,,,,,,
7978,7978,,2020-08-19,,,,,Sales,35.04,GDP,35.04,GDP,,,,,,,
7979,7979,,2020-08-19,,,,,Sales,34.13,GDP,34.13,GDP,,,,,,,
7980,7980,,2020-08-19,,,,,Sales,9.1,GDP,9.1,GDP,,,,,,,
7981,7981,,2020-08-19,,,,,Sales,29.92,GDP,29.92,GDP,,,,,,,
7982,7982,,2020-08-19,,,,,Sales,48.31,GDP,48.31,GDP,,,,,,,
7983,7983,,2020-08-19,,,,,Sales,29.14,GDP,29.14,GDP,,,,,,,
7984,7984,,2020-08-19,,,,,Tips,22.35,GDP,22.35,GDP,,,,,,,
7985,7985,,2020-08-19,,,,,Tips,24.0,GDP,24.0,GDP,,,,,,,
7986,7986,,2020-08-19,,,,,Sales,37.57,GDP,37.57,GDP,,,,,,,
7987,7987,,2020-08-19,,,,,Sales,18.09,GDP,18.09,GDP,,,,,,,
7988,7988,,2020-08-19,,,,,Sales,26.54,GDP,26.54,GDP,,,,,,,
7989,7989,,2020-08-19,,,,,Sales,34.99,GDP,34.99,GDP,,,,,,,
7990,7990,,2020-08-19,,,,,Tips,40.67,GDP,40.67,GDP,,,,,,,
7991,7991,,2020-08-19,,,,,Food and Beverage Cost,-522.96,GDP,-522.96,GDP,,,,,,,
7992,7992,,2020-08-19,,,,,Sales,7.62,GDP,7.62,GDP,,,,,,,
7993,7993,,2020-08-19,,,,,Sales,32.94,GDP,32.94,GDP,,,,,,,
7994,7994,,2020-08-19,,,,,Sales,45.15,GDP,45.15,GDP,,,,,,,
7995,7995,,2020-08-19,,,,,Sales,10.37,GDP,10.37,GDP,,,,,,,
7996,7996,,2020-08-19,,,,,Sales,8.68,GDP,8.68,GDP,,,,,,,
7997,7997,,2020-08-19,,,,,Sales,8.99,GDP,8.99,GDP,,,,,,,
7998,7998,,2020-08-19,,,,,Sales,9.19,GDP,9.19,GDP,,,,,,,
7999,7999,,2020-08-19,,,,,Sales,33.46,GDP,33.46,GDP,,,,,,,
8000,8000,,2020-08-19,,,,,Sales,14.29,GDP,14.29,GDP,,,,,,,
8001,8001,,2020-08-19,,,,,Sales,48.5,GDP,48.5,GDP,,,,,,,
8002,8002,,2020-08-19,,,,,Sales,40.27,GDP,40.27,GDP,,,,,,,
8003,8003,,2020-08-19,,,,,Sales,36.34,GDP,36.34,GDP,,,,,,,
8004,8004,,2020-08-20,,,,,Sales,22.37,GDP,22.37,GDP,,,,,,,
8005,8005,,2020-08-20,,,,,Sales,27.07,GDP,27.07,GDP,,,,,,,
8006,8006,,2020-08-20,,,,,Sales,30.85,GDP,30.85,GDP,,,,,,,
8007,8007,,2020-08-20,,,,,Sales,35.28,GDP,35.28,GDP,,,,,,,
8008,8008,,2020-08-20,,,,,Sales,38.89,GDP,38.89,GDP,,,,,,,
8009,8009,,2020-08-20,,,,,Tips,20.87,GDP,20.87,GDP,,,,,,,
8010,8010,,2020-08-20,,,,,Sales,25.09,GDP,25.09,GDP,,,,,,,
8011,8011,,2020-08-20,,,,,Labor & Benefits Cost,-424.29,GDP,-424.29,GDP,,,,,,,
8012,8012,,2020-08-20,,,,,Sales,27.67,GDP,27.67,GDP,,,,,,,
8013,8013,,2020-08-20,,,,,Tips,14.05,GDP,14.05,GDP,,,,,,,
8014,8014,,2020-08-20,,,,,Sales,37.06,GDP,37.06,GDP,,,,,,,
8015,8015,,2020-08-20,,,,,Sales,12.56,GDP,12.56,GDP,,,,,,,
8016,8016,,2020-08-20,,,,,Tips,19.03,GDP,19.03,GDP,,,,,,,
8017,8017,,2020-08-20,,,,,Sales,7.16,GDP,7.16,GDP,,,,,,,
8018,8018,,2020-08-20,,,,,Sales,33.2,GDP,33.2,GDP,,,,,,,
8019,8019,,2020-08-20,,,,,Sales,8.99,GDP,8.99,GDP,,,,,,,
8020,8020,,2020-08-20,,,,,Sales,47.75,GDP,47.75,GDP,,,,,,,
8021,8021,,2020-08-20,,,,,Sales,8.0,GDP,8.0,GDP,,,,,,,
8022,8022,,2020-08-20,,,,,Sales,27.61,GDP,27.61,GDP,,,,,,,
8023,8023,,2020-08-20,,,,,Sales,18.87,GDP,18.87,GDP,,,,,,,
8024,8024,,2020-08-20,,,,,Sales,38.72,GDP,38.72,GDP,,,,,,,
8025,8025,,2020-08-20,,,,,Sales,22.31,GDP,22.31,GDP,,,,,,,
8026,8026,,2020-08-20,,,,,Tips,25.43,GDP,25.43,GDP,,,,,,,
8027,8027,,2020-08-20,,,,,Tips,12.04,GDP,12.04,GDP,,,,,,,
8028,8028,,2020-08-20,,,,,Tips,34.1,GDP,34.1,GDP,,,,,,,
8029,8029,,2020-08-20,,,,,Sales,44.28,GDP,44.28,GDP,,,,,,,
8030,8030,,2020-08-20,,,,,Sales,17.26,GDP,17.26,GDP,,,,,,,
8031,8031,,2020-08-20,,,,,Rent and Utilities,-494.87,GDP,-494.87,GDP,,,,,,,
8032,8032,,2020-08-20,,,,,Sales,27.04,GDP,27.04,GDP,,,,,,,
8033,8033,,2020-08-20,,,,,Sales,44.88,GDP,44.88,GDP,,,,,,,
8034,8034,,2020-08-20,,,,,Sales,14.38,GDP,14.38,GDP,,,,,,,
8035,8035,,2020-08-20,,,,,Sales,47.19,GDP,47.19,GDP,,,,,,,
8036,8036,,2020-08-20,,,,,Sales,21.26,GDP,21.26,GDP,,,,,,,
8037,8037,,2020-08-20,,,,,Sales,16.39,GDP,16.39,GDP,,,,,,,
8038,8038,,2020-08-20,,,,,Sales,47.02,GDP,47.02,GDP,,,,,,,
8039,8039,,2020-08-20,,,,,Sales,36.61,GDP,36.61,GDP,,,,,,,
8040,8040,,2020-08-20,,,,,Sales,41.52,GDP,41.52,GDP,,,,,,,
8041,8041,,2020-08-20,,,,,Sales,15.58,GDP,15.58,GDP,,,,,,,
8042,8042,,2020-08-20,,,,,Sales,37.6,GDP,37.6,GDP,,,,,,,
8043,8043,,2020-08-21,,,,,Sales,22.09,GDP,22.09,GDP,,,,,,,
8044,8044,,2020-08-21,,,,,Tips,35.88,GDP,35.88,GDP,,,,,,,
8045,8045,,2020-08-21,,,,,Sales,42.96,GDP,42.96,GDP,,,,,,,
8046,8046,,2020-08-21,,,,,Sales,41.99,GDP,41.99,GDP,,,,,,,
8047,8047,,2020-08-21,,,,,Sales,11.43,GDP,11.43,GDP,,,,,,,
8048,8048,,2020-08-21,,,,,Sales,10.95,GDP,10.95,GDP,,,,,,,
8049,8049,,2020-08-21,,,,,Tips,44.33,GDP,44.33,GDP,,,,,,,
8050,8050,,2020-08-21,,,,,Sales,24.06,GDP,24.06,GDP,,,,,,,
8051,8051,,2020-08-21,,,,,Labor & Benefits Cost,-328.63,GDP,-328.63,GDP,,,,,,,
8052,8052,,2020-08-21,,,,,Sales,20.04,GDP,20.04,GDP,,,,,,,
8053,8053,,2020-08-21,,,,,Sales,42.34,GDP,42.34,GDP,,,,,,,
8054,8054,,2020-08-21,,,,,Sales,32.27,GDP,32.27,GDP,,,,,,,
8055,8055,,2020-08-21,,,,,Sales,38.95,GDP,38.95,GDP,,,,,,,
8056,8056,,2020-08-21,,,,,Tips,22.7,GDP,22.7,GDP,,,,,,,
8057,8057,,2020-08-21,,,,,Sales,11.55,GDP,11.55,GDP,,,,,,,
8058,8058,,2020-08-21,,,,,Sales,34.58,GDP,34.58,GDP,,,,,,,
8059,8059,,2020-08-21,,,,,Sales,30.46,GDP,30.46,GDP,,,,,,,
8060,8060,,2020-08-21,,,,,Sales,37.81,GDP,37.81,GDP,,,,,,,
8061,8061,,2020-08-21,,,,,Sales,11.61,GDP,11.61,GDP,,,,,,,
8062,8062,,2020-08-21,,,,,Sales,46.1,GDP,46.1,GDP,,,,,,,
8063,8063,,2020-08-21,,,,,Sales,26.25,GDP,26.25,GDP,,,,,,,
8064,8064,,2020-08-21,,,,,Sales,12.91,GDP,12.91,GDP,,,,,,,
8065,8065,,2020-08-21,,,,,Sales,41.3,GDP,41.3,GDP,,,,,,,
8066,8066,,2020-08-21,,,,,Sales,31.8,GDP,31.8,GDP,,,,,,,
8067,8067,,2020-08-21,,,,,Sales,32.02,GDP,32.02,GDP,,,,,,,
8068,8068,,2020-08-21,,,,,Sales,43.48,GDP,43.48,GDP,,,,,,,
8069,8069,,2020-08-21,,,,,Sales,40.96,GDP,40.96,GDP,,,,,,,
8070,8070,,2020-08-21,,,,,Tips,12.83,GDP,12.83,GDP,,,,,,,
8071,8071,,2020-08-21,,,,,Labor & Benefits Cost,-340.93,GDP,-340.93,GDP,,,,,,,
8072,8072,,2020-08-21,,,,,Sales,16.69,GDP,16.69,GDP,,,,,,,
8073,8073,,2020-08-21,,,,,Sales,36.54,GDP,36.54,GDP,,,,,,,
8074,8074,,2020-08-21,,,,,Sales,28.39,GDP,28.39,GDP,,,,,,,
8075,8075,,2020-08-21,,,,,Sales,23.04,GDP,23.04,GDP,,,,,,,
8076,8076,,2020-08-21,,,,,Sales,14.68,GDP,14.68,GDP,,,,,,,
8077,8077,,2020-08-21,,,,,Sales,18.89,GDP,18.89,GDP,,,,,,,
8078,8078,,2020-08-21,,,,,Sales,10.22,GDP,10.22,GDP,,,,,,,
8079,8079,,2020-08-21,,,,,Sales,10.32,GDP,10.32,GDP,,,,,,,
8080,8080,,2020-08-21,,,,,Sales,27.14,GDP,27.14,GDP,,,,,,,
8081,8081,,2020-08-21,,,,,Tips,41.03,GDP,41.03,GDP,,,,,,,
8082,8082,,2020-08-22,,,,,Sales,38.21,GDP,38.21,GDP,,,,,,,
8083,8083,,2020-08-22,,,,,Sales,41.93,GDP,41.93,GDP,,,,,,,
8084,8084,,2020-08-22,,,,,Sales,39.85,GDP,39.85,GDP,,,,,,,
8085,8085,,2020-08-22,,,,,Sales,13.96,GDP,13.96,GDP,,,,,,,
8086,8086,,2020-08-22,,,,,Sales,30.18,GDP,30.18,GDP,,,,,,,
8087,8087,,2020-08-22,,,,,Sales,47.11,GDP,47.11,GDP,,,,,,,
8088,8088,,2020-08-22,,,,,Sales,33.27,GDP,33.27,GDP,,,,,,,
8089,8089,,2020-08-22,,,,,Sales,40.54,GDP,40.54,GDP,,,,,,,
8090,8090,,2020-08-22,,,,,Sales,25.48,GDP,25.48,GDP,,,,,,,
8091,8091,,2020-08-22,,,,,Rent and Utilities,-342.44,GDP,-342.44,GDP,,,,,,,
